Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Situação
199,SOCIEDADE UNIFICADA DE ENSINO AUGUSTO MOTTA,34.008.227/0001-03,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA (UNISUAM),UNISUAM,Avenida Paris - 84 - CEP: 21041-020 - Bonsucesso,Rio de Janeiro,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,3,2015,-,,3,2017,Ativa
963,COMPLEXO DE ENSINO SUPERIOR DO BRASIL LTDA.,02.741.457/0001-82,Privada com fins lucrativos,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL (UNIBRASIL),UNIBRASIL,Rua Konrad Adenauer - 442 - CEP: 82821-020 - Tarumã,Curitiba,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2019,5,2013,3,2017,Ativa
1303,SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.,04.204.407/0001-91,Privada com fins lucrativos,1988,CENTRO UNIVERSITARIO AVANTIS (UNIAVAN),UNIAVAN,Avenida Marginal Leste - 3600 - CEP: 88339-125 - Estados,Balneário Camboriú,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2018,5,2013,4,2017,Ativa
98,ORGANIZACAO EDUCACIONAL BARAO DE MAUA,56.001.480/0001-60,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ (CBM),CBM,Rua Ramos de Azevedo - 423 - CEP: 14090-180 - Jardim Paulista,Ribeirão Preto,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,-,,3,2017,Ativa
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,Rua Pe.João Leonir Dall'Alba - s/n - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,5,2018,3,2017,Ativa
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19551,CENTRO UNIVERSITÁRIO BARRIGA VERDE / UNIBAVE Cocal do Sul (UNIBAVE),UNIBAVE,Avenida Valdemar Kleinubing - S/N - CEP: 88845-000 - Centro,Cocal do Sul,SC,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,-,,-,,-,,Ativa
118,FEBASP ASSOCIACAO CIVIL,62.294.053/0001-10,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO (FEBASP),FEBASP,Rua Dr. Álvaro Alvim - 76/90 - CEP: 04018-010 - Vila Mariana,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2018,-,,3,2017,Ativa
2996,IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA - EPP,07.397.220/0001-40,Privada com fins lucrativos,4702,CENTRO UNIVERSITÁRIO BRASILEIRO (UNIBRA),UNIBRA,Rua Joaquim Felipe - 250 - CEP: 50050-340 - Boa Vista,Recife,PE,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,5,2017,5,2018,3,2017,Ativa
365,SOCIEDADE EDUCACIONAL BRAZ CUBAS LTDA.,52.556.412/0001-06,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,526,CENTRO UNIVERSITÁRIO BRAZ CUBAS,-,Av. Francisco Rodrigues Filho - 1233 - CEP: 08773-380 - Mogilar,Mogi das Cruzes,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,4,2017,3,2017,Ativa
849,INSTITUTO DE ENSINO CAMPO LIMPO PAULISTA LTDA,02.252.746/0001-18,Privada com fins lucrativos,1273,Centro Universitário Campo Limpo Paulista (UNIFACCAMP),UNIFACCAMP,Rua Guatemala - 167 - CEP: 13231-230 - Jardim América,Campo Limpo Paulista,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,4,2017,3,2017,Ativa
1120,UB - CAMPO REAL EDUCACIONAL S.A.,03.291.761/0001-38,Privada com fins lucrativos,5511,CENTRO UNIVERSITÁRIO CAMPO REAL,-,Rua Comendador Norberto - 1299 - CEP: 85015-240 - Santa Cruz,Guarapuava,PR,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,4,2017,Ativa
17408,ASSOCIACAO DE ENSINO CATEDRA,31.333.981/0001-12,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE (UNIANDRADE),UNIANDRADE,Rua Marumby - 283 - CEP: 81220-090 - Campo Comprido,Curitiba,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,-,,4,2017,Ativa
905,ESCOLA DE EDUCACAO SUPERIOR SAO JORGE,67.973.677/0001-87,Privada sem fins lucrativos,1100,Centro Universitário Carlos Drummond de Andrade (UniDrummond),UniDrummond,Rua Prof. Pedreira de Freitas - 415 - CEP: 03312-050 - Tatuapé,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2017,5,2010,4,2017,Ativa
1286,FACULDADE CATHEDRAL DE ENSINO SUPERIOR DE BARRA DO GARCAS,03.818.726/0001-24,Privada com fins lucrativos,1952,CENTRO UNIVERSITÁRIO CATHEDRAL,-,Avenida Antonio Francisco Cortes - s/n - CEP: 78600-000 - Cidade Universitária,Barra do Garças,MT,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,4,2018,4,2017,Ativa
15681,ASSOCIACAO EDUCACIONAL E CULTURAL DE QUIXADA,12.664.055/0001-85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2135,CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ (UNICATÓLICA),UNICATÓLICA,Rua Juvencio Alves de Oliveira - 660 - CEP: 63905-325 - Putiú,Quixadá,CE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2014,4,2018,3,2017,Ativa
419,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,83.130.229/0001-78,Privada sem fins lucrativos,645,Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul (Católica em Jaraguá ),Católica em Jaraguá,Rua dos Imigrantes - 500 - CEP: 89254-430 - Vila Rau,Jaraguá do Sul,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,5,2015,3,2017,Ativa
419,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,83.130.229/0001-78,Privada sem fins lucrativos,17138,Centro Universitário - Católica de Santa Catarina em Joinville (Católica em Joinvile),Católica em Joinvile,Rua Senador Felipe Schmidt - S/N - CEP: 89201-440 - Centro,Joinville,SC,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2014,-,,4,2017,Ativa
278,UNIAO BRASILEIRA DE EDUCACAO CATOLICA,00.331.801/0001-30,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,878,Centro Universitário Católica do Leste de Minas Gerais (UNILESTE),UNILESTE,Avenida Tancredo Neves - 3.500 - CEP: 35170-056 - Universitário,Coronel Fabriciano,MG,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,5,2019,-,,3,2017,Ativa
278,UNIAO BRASILEIRA DE EDUCACAO CATOLICA,00.331.801/0001-30,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2365,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS (UNICATÓLICA),UNICATÓLICA,Avenida Joaquim Teotônio Segurado - 1402 Sul - CEP: 77024-710 - Plano Diretor Sul,Palmas,TO,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,5,2018,-,,3,2017,Ativa
978,INSPETORIA SAO JOAO BOSCO,33.583.592/0001-70,Privada sem fins lucrativos,1494,CENTRO UNIVERSITÁRIO CATÓLICO DE VITÓRIA,-,Avenida Vitória - 950 - CEP: 29017-950 - Forte São João,Vitória,ES,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2015,5,2016,4,2017,Ativa
270,MISSAO SALESIANA DE MATO GROSSO,03.226.149/0001-81,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM (UNISALESIANO),UNISALESIANO,Rua Dom Bosco - 265 - CEP: 16400-505 - Centro,Lins,SP,Centro Universitário,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2019,-,,4,2017,Ativa
363,INSTITUTO SUPERIOR DE ENSINO CELSO LISBOA,34.354.282/0001-47,Privada sem fins lucrativos,522,CENTRO UNIVERSITÁRIO CELSO LISBOA (UCL),UCL,Rua Vinte e Quatro de Maio - 797 - CEP: 20950-091 - Sampaio,Rio de Janeiro,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,3,2013,4,2018,3,2017,Ativa
407,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,33.621.384/0001-19,Privada sem fins lucrativos,626,CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO (UNICNEC),UNICNEC,Rua 24 de Maio - 141 - CEP: 95520-000 - Centro,Osório,RS,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,4,2012,4,2017,Ativa
471,ASSOCIACAO DE ESCOLAS REUNIDAS LTDA.,51.793.826/0001-96,Privada com fins lucrativos,707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA (UNICEP),UNICEP,Rua Miguel Petroni - 5111 - CEP: 13563-470 - Loteamento Habitacional São Carlos 1,São Carlos,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
404,FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL,12.207.742/0001-71,Privada sem fins lucrativos,621,CENTRO UNIVERSITÁRIO CESMAC (CESMAC),CESMAC,Rua Cônego Machado - 918 - CEP: 57051-160 - Farol,Maceió,AL,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2014,4,2018,3,2017,Ativa
1416,IME INSTITUTO METROPOLITANO DE ENSINO LTDA,03.817.341/0001-42,Privada com fins lucrativos,2147,Centro Universitário CEUNI - FAMETRO (FAMETRO),FAMETRO,Avenida Constantino Nery - 3000 - CEP: 69050-000 - Chapada,Manaus,AM,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,5,2018,3,2017,Ativa
1246,IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.,04.102.843/0001-50,Privada com fins lucrativos,1895,CENTRO UNIVERSITÁRIO CHRISTUS (UNICHRISTUS),UNICHRISTUS,Rua João Adolfo Gurgel - 133 - CEP: 60192-345 - Cocó,Fortaleza,CE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2016,5,2013,4,2017,Ativa
2306,UNIAO MARINGAENSE DE ENSINO LTDA - EPP,05.885.457/0001-44,Privada com fins lucrativos,3649,CENTRO UNIVERSITÁRIO CIDADE VERDE (UNIFCV),UNIFCV,Avenida Advogado Horácio Raccanello Filho - 5950 - CEP: 87020-035 - Zona 07,Maringá,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,4,2016,3,2017,Ativa
780,ACAO EDUCACIONAL CLARETIANA,44.943.835/0001-50,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,135,CENTRO UNIVERSITÁRIO CLARETIANO (CEUCLAR),CEUCLAR,Rua Dom Bosco - 466 - CEP: 14300-172 - Castelo,Batatais,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2018,-,,4,2017,Ativa
407,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,33.621.384/0001-19,Privada sem fins lucrativos,1084,CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES,-,Rua Arlindo Franklin Barbosa - 460 - CEP: 95700-000 - São Roque,Bento Gonçalves,RS,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2018,-,,3,2017,Ativa
325,ADMINISTRADORA EDUCACIONAL NOVO ATENEU S/S LTDA,76.534.924/0001-30,Privada com fins lucrativos,1419,CENTRO UNIVERSITÁRIO CURITIBA (UNICURITIBA),UNICURITIBA,Rua Chile - 1678 - CEP: 80220-181 - Rebouças,Curitiba,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2018,-,,4,2017,Ativa
2447,INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA,05.933.016/0001-70,Privada com fins lucrativos,757,Centro Universitário da Amazônia (Unama),Unama,Rua Rosa Vermelha - 335 - CEP: 68010-200 - Aeroporto Velho,Santarém,PA,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,3,2017,Ativa
51,FUNDACAO EDUCACIONAL DE BARRETOS,44.776.805/0001-05,Privada sem fins lucrativos,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS (UNIFEB),UNIFEB,Avenida Professor Roberto Frade Monte - 389 - CEP: 14783-226 - Aeroporto,Barretos,SP,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,-,,3,2017,Ativa
353,FUNDACAO EDUCACIONAL GUAXUPE,20.773.214/0001-08,Privada sem fins lucrativos,3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ (UNIFEG),UNIFEG,Avenida Dona Floriana - 463 - CEP: 37800-000 - CENTRO,Guaxupé,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,4,2016,3,2017,Ativa
166,FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS,61.023.156/0001-82,Privada sem fins lucrativos,1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS (FEI),FEI,Avenida Humberto Alencar Castelo Branco - 3972 - CEP: 09850-901 - Assunção,São Bernardo do Campo,SP,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,-,,-,,4,2017,Ativa
403,FUNDACAO HERMINIO OMETTO,44.701.688/0001-02,Privada sem fins lucrativos,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO (FHO),FHO,Avenida Doutor Maximiliano Baruto - 500 - CEP: 13607-339 - Jardim Universitário,Araras,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2018,4,2013,4,2017,Ativa
445,UNIGRAN EDUCACIONAL,03.361.110/0001-77,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,673,CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS (UNIGRAN),UNIGRAN,Rua Balbina de Matos - 2121 - CEP: 79824-900 - Jardim,Dourados,MS,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2018,4,2013,4,2017,Ativa
1085,CEUDESP - CENTRO DE EDUCACAO UNIVERSITARIO E DESENVOLVIMENTO PROFISSIONAL LTDA,02.843.943/0001-01,Privada com fins lucrativos,1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA (UNIGRANDE),UNIGRANDE,Avenida Porto Velho - 401 - CEP: 60150-040 - João XXIII,Fortaleza,CE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,4,2014,3,2017,Ativa
821,SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA,01.894.432/0001-56,Privada com fins lucrativos,2175,CENTRO UNIVERSITÁRIO DANTE,-,Rua Doutor Pedro Zimmermann - 385 - CEP: 89065-000 - Salto do Norte,Blumenau,SC,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
211,FUNDACAO ATTILA TABORDA,87.415.725/0001-29,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,296,Centro Universitário da Região da Campanha,-,Avenida Tupy Silveira - 2099 - CEP: 96400-110 - Centro,Bagé,RS,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,5,2018,-,,3,2017,Ativa
862,SOCIEDADE EDUCACIONAL DAS AMERICAS LTDA,03.523.852/0001-51,Privada com fins lucrativos,1294,Centro Universitário das Américas (CAM),CAM,Rua Augusta - 1520 - CEP: 01305-100 - Consolação,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2016,4,2014,3,2017,Ativa
943,SOCIEDADE EDUCACIONAL SANTA RITA S.A.,91.109.660/0001-60,Privada com fins lucrativos,1427,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA (FSG),FSG,Rua Marechal Floriano - 889 - CEP: 95020-370 - Pio X,Caxias do Sul,RS,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,-,,3,2017,Ativa
155,CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO-FAE,59.766.774/0001-70,Pessoa Jurídica de Direito Público - Municipal,217,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE (UNIFAE),UNIFAE,Largo Engenheiro Paulo de Almeida Sandeville - 15 - CEP: 13870-377 - JARDIM SANTO ANDRÉ,São João da Boa Vista,SP,Centro Universitário,Presencial - Superior,Publica,Especial,-,,-,,3,2017,Ativa
188,FUNDACAO EDUCACIONAL MIGUEL MOFARREJ,44.537.199/0001-67,Privada sem fins lucrativos,265,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS (Unifio),Unifio,"Rodovia BR-153, Km 399 + 420 m - s/n - CEP: 19909-100 - Água do Cateto",Ourinhos,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2018,-,,4,2017,Ativa
262,FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA.,63.063.689/0001-13,Privada com fins lucrativos,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS (FMU),FMU,Avenida Santo Amaro - 1239 - CEP: 04505-002 - Vila Nova Conceição,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2019,5,2013,3,2017,Ativa
15990,FACULDADES ADAMANTINENSES INTEGRADAS,03.061.303/0001-02,Pessoa Jurídica de Direito Público - Municipal,1292,Centro Universitário de Adamantina (FAI),FAI,Rua Nove de Julho - 730/40 - CEP: 17800-000 - CENTRO,Adamantina,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Publica,Especial,-,,-,,3,2017,Ativa
267,ASSOCIACAO EDUCATIVA EVANGELICA,01.060.102/0001-65,Privada sem fins lucrativos,384,CENTRO UNIVERSITÁRIO DE ANÁPOLIS (UNIEVANGÉLICA),UNIEVANGÉLICA,Avenida Universitária - s/n - CEP: 75083-515 - Cidade Universitária,Anápolis,GO,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2018,5,2016,3,2017,Ativa
89,ASSOCIACAO EDUCACIONAL DE ARARAS,44.699.494/0001-10,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,125,CENTRO UNIVERSITÁRIO DE ARARAS - (UNAR),UNAR,Avenida Ernani Lacerda de Oliveira - 100 - CEP: 13603-112 - Parque Santa Cândida,Araras,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,3,2015,4,2019,3,2017,Ativa
355,SOBEU - ASSOCIACAO BARRAMANSENSE DE ENSINO,28.674.489/0001-04,Privada sem fins lucrativos,514,CENTRO UNIVERSITÁRIO DE BARRA MANSA (UBM),UBM,Rua Vereador Pinho de Carvalho - 267 - CEP: 27330-550 - Centro,Barra Mansa,RJ,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,5,2019,3,2017,Ativa
700,INSTITUICAO TOLEDO DE ENSINO,45.024.551/0001-23,Privada sem fins lucrativos,997,Centro Universitário de Bauru,-,Praça Nove de Julho - 1-51 - CEP: 17050-790 - Vila Pacífico,Bauru,SP,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,-,,4,2017,Ativa
14298,IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,08.446.503/0001-05,Privada com fins lucrativos,349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE (UNI-BH),UNI-BH,Avenida Prof. Mário Werneck - 1685 - CEP: 30455-610 - Estoril,Belo Horizonte,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,4,2017,4,2017,Ativa
277,CENTRO DE ENSINO UNIFICADO DE BRASILIA CEUB,00.059.857/0001-87,Privada sem fins lucrativos,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA (UNICEUB),UNICEUB,Eqn 707 907 Conjunto C - S/N - CEP: 70790-075 - Asa Norte,Brasília,DF,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,5,2019,3,2017,Ativa
70,FUNDACAO EDUCACIONAL DE BRUSQUE FEBE,83.128.769/0001-17,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,87,CENTRO UNIVERSITÁRIO DE BRUSQUE (UNIFEBE),UNIFEBE,Rua Dorval Luz - 123 - CEP: 88352-400 - Santa Terezinha,Brusque,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,-,,4,2016,3,2017,Ativa
384,FUNDACAO EDUCACIONAL DE CARATINGA FUNEC,19.325.547/0001-95,Privada sem fins lucrativos,3966,CENTRO UNIVERSITÁRIO DE CARATINGA (UNEC),UNEC,Av. Moacyr de Mattos - 87 - CEP: 35300-047 - Centro,Caratinga,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2010,4,2015,3,2017,Ativa
3169,FACULDADE DE CIENCIAS E TECNOLOGIA DO MARANHAO LTDA - ME,08.074.032/0001-43,Privada com fins lucrativos,4964,Centro Universitário de Ciências e Tecnologia do Maranhão (UniFacema),UniFacema,RUA AARÃO REIS - 1000 - CEP: 65606-020 - CENTRO,Caxias,MA,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
17143,UNIDESC LTDA,30.112.733/0001-89,Privada com fins lucrativos,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE (UNIDESC),UNIDESC,"Rodovia BR-040, KM 16 - s/n - CEP: 72852-580 - Jardim Flamboyant",Luziânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,3,2017,Ativa
440,SOCIEDADE AMAZONENSE DE EDUCACAO E CULTURA LTDA - SAMEC.,04.278.057/0001-08,Privada com fins lucrativos,668,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS (CIESA),CIESA,Rua Pedro Dias Leme - 203 - CEP: 69058-818 - Flores,Manaus,AM,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,3,2010,-,,3,2017,Ativa
1243,EDVAC SERVICOS EDUCACIONAIS LTDA,04.167.858/0001-04,Privada com fins lucrativos,1892,Centro Universitário de Excelência Eniac (ENIAC),ENIAC,Rua Força Pública - 89 - CEP: 07012-030 - Centro,Guarulhos,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2018,4,2012,3,2017,Ativa
215,FUNDACAO EDUCACIONAL DE FORMIGA-MG - FUOM,20.501.128/0001-46,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3983,CENTRO UNIVERSITÁRIO DE FORMIGA (UNIFORMG),UNIFORMG,Avenida Doutor Arnaldo de Senna - 328 - CEP: 35570-000 - Água Vermelha,Formiga,MG,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2018,-,,3,2017,Ativa
269,SOCIEDADE ANHANGUERA DE ENSINO LTDA,01.088.830/0001-85,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,386,CENTRO UNIVERSITÁRIO DE GOIÁS (UNI-ANHANGÜERA),UNI-ANHANGÜERA,Avenida João Cândido de Oliveira - 115 - CEP: 74423-115 - Cidade Jardim,Goiânia,GO,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2011,-,,3,2017,Ativa
568,FUNDACAO DE ENSINO SUPERIOR DE GOIATUBA,01.494.665/0001-61,Pessoa Jurídica de Direito Público - Municipal,824,CENTRO UNIVERSITÁRIO DE GOIATUBA (UNICERRADO),UNICERRADO,Rod Go 320 - s/n - CEP: 75600-000 - Jardim Santa Paula,Goiatuba,GO,Centro Universitário,Presencial - Superior,Publica,Pública Municipal,-,,-,,3,2017,Ativa
